Year,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1
2014,CO,Colorado,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,40,40, , ,37.6,42.4,Gender,Female, , , , ,"(38.843840757000464, -106.13361092099967)",DIA,DIA1_1, ,8,GENDER,GENF
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2082,2082, , ,,,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1030,1030, , ,,,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1052,1052, , ,,,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,127,127, , ,,,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1826,1826, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,231,231, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,23,23, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,67.3,67.3, , ,64.4,70.2,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,68.7,68.7, , ,64.5,72.8,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,66,66, , ,62,70,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,26.5,26.5, , ,21.9,31.1,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,70.7,70.7, , ,67.4,73.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,64.5,64.5, , ,56.2,72.8,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,16,16, , ,10.1,24,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,50.3,50.3, , ,48.1,52.5,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,62,62, , ,58.2,65.8,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,41.8,41.8, , ,39.2,44.4,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,63.1,63.1, , ,51.1,75.2,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,47.7,47.7, , ,45.4,49.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,88.8,88.8, , ,77,100.7,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,39.5,39.5, , ,24.2,61.1,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2010,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,2009,2009, , ,,,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1008,1008, , ,,,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1001,1001, , ,,,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,125,125, , ,,,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1761,1761, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,229,229, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,65.1,65.1, , ,62.2,67.9,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,67.3,67.3, , ,63.2,71.5,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,63,63, , ,59.1,66.9,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,25.3,25.3, , ,20.9,29.7,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,68.6,68.6, , ,65.4,71.8,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,63.4,63.4, , ,55.2,71.6,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,47.3,47.3, , ,45.2,49.4,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,58.6,58.6, , ,55,62.3,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,39.1,39.1, , ,36.5,41.6,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,58.2,58.2, , ,47,69.3,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,45,45, , ,42.8,47.2,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,88.2,88.2, , ,76.4,100,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2011,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1916,1916, , ,,,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,987,987, , ,,,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,929,929, , ,,,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,139,139, , ,,,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1678,1678, , ,,,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,212,212, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,22,22, , ,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,62.2,62.2, , ,59.4,65,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,66,66, , ,61.9,70.2,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,58.6,58.6, , ,54.8,62.4,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,27.2,27.2, , ,22.7,31.7,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,65.8,65.8, , ,62.6,68.9,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,58.1,58.1, , ,50.3,65.9,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,14.3,14.3, , ,8.9,21.6,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,44.6,44.6, , ,42.5,46.6,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,56.4,56.4, , ,52.9,60,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,35.8,35.8, , ,33.4,38.2,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,63.2,63.2, , ,51.8,74.5,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,42.3,42.3, , ,40.2,44.4,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,77.9,77.9, , ,67.1,88.7,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,26.3,26.3, , ,15.6,41.5,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,1893,1893, , ,,,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,957,957, , ,,,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,936,936, , ,,,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,140,140, , ,,,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number,233,233, , ,,,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,,Nmbr,Number, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,61.7,61.7, , ,58.9,64.5,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,64.2,64.2, , ,60.2,68.3,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,59.3,59.3, , ,55.5,63.1,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,26.6,26.6, , ,22.2,31,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,64.8,64.8, , ,61.7,68,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate,62.9,62.9, , ,54.9,71,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,API
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",CrdRate,Crude Rate, ,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,AIAN
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,43.6,43.6, , ,41.6,45.6,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,OVERALL,OVR
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,54.4,54.4, , ,50.9,57.9,Gender,Male, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENM
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,35.6,35.6, , ,33.2,37.9,Gender,Female, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,GENDER,GENF
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,61.2,61.2, , ,50.4,72,Race/Ethnicity,Hispanic, , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,HIS
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,41,41, , ,39,43.1,Race/Ethnicity,"White, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,WHT
2013,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death, ,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,82,82, , ,71.2,92.9,Race/Ethnicity,"Black, non-Hispanic", , , , ,"(41.56266102000046, -72.64984095199964)",DIA,DIA1_1, ,9,RACE,BLK
